	Effectors	Antimicrobial peptides		Cecropin	CecD					(BGIBMGA000017-TA, Effectors, Cecropin, CecD, , BmCecD, Cecropin D)				(Msex2.08785-RA), (Msex2.08785-RB), (Msex2.08786-RA), (Msex2.08787-RA), (Msex2.08788-RA), (Msex2.08788-RB), (Msex2.13907-RA), (Msex2.13907-RB), (Msex2.13908-RA), (Msex2.13909-RA), (Msex2.13910-RA), (Msex2.13910-RB), (Msex2.15523-RB), (Msex2.15523-RC), (Msex2.15547-RC), (Msex2.15548-RD)																																																				
	Effectors	Antimicrobial peptides		Cecropin	Enbocin					(BGIBMGA000018-TA, Effectors, , , Enbocin, BmEnb1, Enbocin, Enbocin3), (BGIBMGA000039-TA, Effectors, , , , BmEnb2, Enbocin2)																																																								
	Effectors	Antimicrobial peptides		Attacins						(BGIBMGA002739-TA, Effectors, , Attacin, , BmAttacin2, ), (BGIBMGA002747-TA, Effectors, , Attacin, , BmAttacin1, Nuecin)				(Msex2.08541-RA), (Msex2.08541-RB)																																																				
	Effectors	Antimicrobial peptides		Gloverin						(BGIBMGA005658-TA, Effectors, , Gloverin, , BmGloverin2, Gloverin2), (BGIBMGA013803-TA, Effectors, , Gloverin, , BmGloverin3, Gloverin3), (BGIBMGA013863-TA, Effectors, , Gloverin, , BmGloverin1, Gloverin1), (BGIBMGA013864-TA), (BGIBMGA013865-TA, Effectors, , Gloverin, , BmGloverin4, Gloverin4)				(Msex2.11074-RA), (Msex2.11074-RB)			(Px000869, Gloverin, Gloverin), (Px000868, Gloverin, Gloverin)																																																	
	Effectors	Antimicrobial peptides		Moricin						(BGIBMGA011495-TA, Effectors, , Moricin, Moricin, BmMoricin, Moricin)				(Msex2.05595-RA), (Msex2.05595-RB)																																																				
	Effectors	Antimicrobial peptides		Moricin						(BGIBMGA011516-TA, Effectors, , Moricin, , BmMoricin like proteinB1, ), (BGIBMGA011517-TA, Effectors, , Moricin, , BmMoricin like proteinB2, ), (BGIBMGA011518-TA, Effectors, , Moricin, , BmMoricin like proteinB3, ), (BGIBMGA011519-TA, Effectors, , Moricin, , BmMoricin like proteinB4, ), (BGIBMGA011520-TA, Effectors, , Moricin, , BmMoricin like proteinB5, )				(Msex2.05597-RA), (Msex2.05597-RB), (Msex2.05598-RA), (Msex2.05598-RB), (Msex2.05599-RA), (Msex2.05599-RB)			(Px010113, Moricin, Moricin), (Px010114, Moricin, Moricin), (Px010115, Moricin, Moricin)																																																	
	Effectors	Antimicrobial peptides		Lebocin						(BGIBMGA006775-TA, Effectors, , Lebocin, , BmLebocin, Lebocin)				(Msex2.01301-RA), (Msex2.01301-RB), (Msex2.01301-RC), (Msex2.01301-RD), (Msex2.01303-RA), (Msex2.01303-RB), (Msex2.01302-RA), (Msex2.01302-RB), (Msex2.01304-RA), (Msex2.01305-RA)																																																				
	Effectors	Antimicrobial peptides		Attacin								(FBgn0012042, AttA, humoral, AMP), (FBgn0041579, AttC, humoral, AMP), (FBgn0041581, AttB, humoral, AMP)	(GMOY010521, Attacin-A, AttA, GMOY010521, Attacin-B, AttB, GMOY010521, Attacin-C, AttC), (GMOY010524, Attacin-D, AttD)								(AAEL003389)																																													
	Effectors	Antimicrobial peptides		Drosomycin								(FBgn0035434, dro5, humoral, AMP), (FBgn0283461), (FBgn0052279, dro2, humoral, AMP), (FBgn0052268, dro6, humoral, AMP), (FBgn0052274, Drs-l, humoral, AMP), (FBgn0052282, dro4, humoral, AMP), (FBgn0052283, dro3, humoral, AMP)																																																						
	Effectors	Antimicrobial peptides		Diptericin								(FBgn0004240, Dpt, humoral, AMP), (FBgn0034407, DptB, humoral, AMP)																																																						
	Effectors	Antimicrobial peptides		Lysozyme								(FBgn0050062)	(GMOY001498, Lysozyme B, LysB, GMOY001498, Lysozyme C, LysC, GMOY001498, Lysozyme D, LysD, GMOY001498, Lysozyme E, LysE, GMOY001498, Lysozyme P, LysP, GMOY001498, Lysozyme S, LysS, GMOY001498, Lysozyme X, LysX)																																																					
	Effectors	Antimicrobial peptides		Nasonin											(NV11813, hypothetical protein, not present, nasonin-3), (NV11814, hypothetical protein, not present, nasonin-1 precursor), (NV24431)																																																			
	Effectors	Antimicrobial peptides		Cecropin														(GLEAN_00500, cecropin3, antimicrobial peptide, ), (tcas_DH_Cec2)																																																
	Effectors	Antimicrobial peptides		Coleoptericin														(GLEAN_05093, coleoptericin1, antimicrobial peptide, ), (GLEAN_05096, coleoptericin2, antimicrobial peptide, )		(ENN71720)																																														
WAP	Effectors	Antimicrobial peptides		Waprin-Rha1					(GB41283)	(BGIBMGA008016-TA)	(Cflo_N_g4956t1)			(Msex2.05161-RA), (Msex2.05161-RB)				(GLEAN_11324, WAP, antimicrobial peptide?, )	(SINV19715)																																															
l(2)34Fc	Effectors	Antimicrobial response	lethal (2) 34Fc			(SORY_00000047)	(ACYPI002876)	(AGAP008878)		(BGIBMGA005981-TA), (BGIBMGA014360-TA)		(FBgn0261534)		(Msex2.10479-RA)		(PHUM249370, Effector, Noduler)	(Px012439)	(GLEAN_13059)		(ENN77284)	(AAEL010139)																																													
vir-1	Effectors	Antiviral defense	virus-induced RNA 1			(SORY_00013113)		(AGAP009473)	(GB40759, virus-induced RNA 1, Immune system process (GO:0002376))		(Cflo_N_g13500t1)	(FBgn0043841, vir-1, unknown_other, unknown_other)	(GMOY003759, virus-induced RNA 1, vir-1)		(NV13360)			(GLEAN_08024)		(ENN79106)	(AAEL018117)																																													
Dcr-2	Effectors	Antiviral defense	Dicer-2			(SORY_00014238), (SORY_00008110)	(ACYPI007300)	(AGAP012289)	(GB48923, Dicer-2, RNAi)	(BGIBMGA011542-TA, Other immune molecules, , Dicer-like, , BmDcr-like, Dcr-2), (BGIBMGA011543-TA, Other immune molecules, , Dicer-like, , BmDcr-like, Dcr-2)	(Cflo_N_g11191t1, endoribonuclease Dicer-like, KOG0701, dsRNA-specific nuclease Dicer and related ribonucleases, A, RNA processing and modification, endoribonuclease dicer-like)	(FBgn0034246, Dcr-2, RNAi, RNAi)	(GMOY001890, Dicer-2, Dcr-2)	(Msex2.04462-RA, RNAi pathways, Dicer2, siRNA), (Msex2.04462-RB)	(NV16620, dicer-2, not present, dicer-2)	(PHUM174480), (PHUM459700)	(Px003761), (Px013051), (Px013053), (Px015740)	(GLEAN_01108)	(SINV22775), (SINV22841), (SINV22754)	(ENN81333), (ENN82392)	(AAEL006794)	Msex2.04462-RA	Dicer2	RNAi pathways																																										
drosha	Effectors	Antiviral defense				(SORY_00017000)	(ACYPI001907)	(AGAP008087)	(GB49096)		(Cflo_N_g11169t1)	(FBgn0026722)	(GMOY008669)	(Msex2.00504-RA), (Msex2.00504-RB), (Msex2.00504-RC, RNAi pathways, Drosha, miRNA), (Msex2.00504-RD)	(NV17853)	(PHUM524860)	(Px004786)	(GLEAN_16208)	(SINV15380)	(ENN78533), (ENN78534)	(AAEL008592)	Msex2.00504-RC	Drosha	RNAi pathways																																										
aub	Effectors	Antiviral defense	aubergine			(SORY_00017431)	(ACYPI003869), (ACYPI004068), (ACYPI004735), (ACYPI005423), (ACYPI005740), (ACYPI006961), (ACYPI008448), (ACYPI008672), (ACYPI008719), (ACYPI31730), (ACYPI30861)	(AGAP009509), (AGAP011204)	(GB54204)	(BGIBMGA010644-TA)	(Cflo_N_g11380t1), (Cflo_N_g9798t1)	(FBgn0000146, aub, RNAi, RNAi), (FBgn0004872)	(GMOY009919), (GMOY001425)	(Msex2.07859-RA), (Msex2.07859-RB), (Msex2.07859-RC, RNAi pathways, piwi, piRNA)	(NV10813), (NV12150), (NV16500)	(PHUM563960)	(Px000788)	(GLEAN_08711)	(SINV18536)	(ENN72042)	(AAEL006287), (AAEL007698), (AAEL008076), (AAEL008098), (AAEL013227), (AAEL013233), (AAEL013692)	Msex2.07859-RC	piwi	RNAi pathways																																										
ago2	Effectors	Antiviral defense	Argonaute2				(ACYPI008293)	(AGAP011537)	(GB50955)	(BGIBMGA010406-TA, Other immune molecules, , Argonaute2, , BmAgo2, Ago2)	(Cflo_N_g2052t1, Protein argonaute-2, KOG1041, Translation initiation factor 2C (eIF-2C) and related proteins, J, Translation, ribosomal structure and biogenesis, )	(FBgn0087035, AGO2, RNAi, RNAi)	(GMOY000183, Argonaute 2, AGO2), (GMOY000184), (GMOY007769), (GMOY011349, Argonaute 2, AGO2), (GMOY004940, Argonaute 2, AGO2)	(Msex2.05578-RA), (Msex2.05578-RB), (Msex2.05578-RC, RNAi pathways, Ago2, siRNA), (Msex2.05578-RD), (Msex2.05578-RE)	(NV12824, Argonaute-2, not present, protein argonaute-2-like), (NV12825)	(PHUM004130)	(Px012073), (Px012889)	(GLEAN_11525), (GLEAN_13762)	(SINV22019)	(ENN72015)	(AAEL017251)																																													
Ref(2P)	Effectors	Antiviral defense	Refractory to sigma Pá						(GB49773)	(BGIBMGA002620-TA)	(Cflo_N_g12868t1, Sequestosome-1, KOG4582, Uncharacterized conserved protein, contains ZZ-type Zn-finger, R, General function prediction only, )			(Msex2.03914-RA, Toll pathway, Ref2P-B, ), (Msex2.03914-RB, Toll pathway, Ref2P-A, ), (Msex2.03914-RC, Toll pathway, Ref2P-C, ), (Msex2.03914-RD), (Msex2.03914-RE), (Msex2.03914-RF), (Msex2.03914-RG), (Msex2.03914-RH), (Msex2.03914-RI)	(NV10560)	(PHUM372150)			(SINV18986)		(AAEL001471)																																													
	Effectors	Antiviral defense						(AGAP009887)				(FBgn0031951, r2d2, RNAi, RNAi)	(GMOY007602, r2d2, r2d2), (GMOY009937)								(AAEL011753)																																													
Ref(2P)	Effectors	Antiviral defense	Refractory to sigma Pá									(FBgn0003231, ref(2)P, humoral, signaling)	(GMOY002317), (GMOY005866), (GMOY007458), (GMOY005438)																																																					
	apoptose	Apoptosis/ Autophagy (apoptosis)	apoptosis 2 inhibitor-like			(SORY_00013465)											(Px004872, IAP2, Inhibitors of Apoptosis)					Px004872	IAP2	Inhibitors of Apoptosis																																										
AIF	NADH oxidoreductase	Apoptosis/ Autophagy (apoptosis)	Putative apoptosis-inducing factor Pyridine nucleotide-disulphide oxidoreductase			(SORY_00002152)	(ACYPI007886)	(AGAP003904)	(GB49242)	(BGIBMGA013118-TA)	(Cflo_N_g455t1)	(FBgn0025628), (FBgn0032754)	(GMOY002255), (GMOY006066)	(Msex2.12804-RA)	(NV10790), (NV12311, Disulfide oxidoreductase, Disulfide oxidoreductase, apoptosis-inducing factor 3-like)	(PHUM315930)	(Px002283)	(GLEAN_06048)	(SINV18842)	(ENN75039)	(AAEL011158)																																													
Naa35	Signaling	Apoptosis/ Autophagy (apoptosis)	n-alpha-acetyltransferase 35			(SORY_00005188)	(ACYPI007036)	(AGAP005863)	(GB55333)	(BGIBMGA002625-TA)	(Cflo_N_g12981t1)	(FBgn0034982)	(GMOY007158, Zinc finger protein RP-8, Zfrp8)	(Msex2.03897-RA)	(NV16593)	(PHUM289970)	(Px004757), (Px006343)	(GLEAN_04679)	(SINV18716)	(ENN79816)	(AAEL007100)																																													
NMDA	antiapoptotic	Apoptosis/ Autophagy (apoptosis)	glutamate receptor-associated protein			(SORY_00012537)	(ACYPI006509), (ACYPI008991)	(AGAP005529)	(GB42940)	(BGIBMGA011877-TA)	(Cflo_N_g12608t1)	(FBgn0013305)	(GMOY008506), (GMOY008670)	(Msex2.10903-RA)	(NV10779, ENSANGP00000027407, ENSANGP00000027407, glutamate [NMDA] receptor-associated protein 1)	(PHUM521560)	(Px005589), (Px015062)	(GLEAN_03527)	(SINV19468)	(ENN75623)	(AAEL011272)																																													
Det		Apoptosis/ Autophagy (apoptosis)	Deterin	IAP		(SORY_00001920)	(ACYPI000677), (ACYPI21920)	(AGAP008420, IAP, , IAP5, IAPD1, DETERIN)	(GB41669)	(BGIBMGA003946-TA)		(FBgn0264291)		(Msex2.10166-RA), (Msex2.10166-RB), (Msex2.13122-RA), (Msex2.13122-RB, Apoptosis, Deterin/IAP3, )	(NV10358, survivin, not present, baculoviral IAP repeat-containing protein 5.1)			(GLEAN_02709, IAP4, IAP, )	(SINV25204)		(AAEL014251)	Msex2.13122-RB	Deterin/IAP3	Apoptosis																																										
ark	cysteine-type endopeptidase activator activity involved in apoptotic process	Apoptosis/ Autophagy (apoptosis)	apoptotic protease-activating factor 1/apaf-1/dark/			(SORY_00002913)	(ACYPI49157)		(GB52453)		(Cflo_N_g5497t1)			(Msex2.03959-RA), (Msex2.03959-RB, Apoptosis, Ark, Apaf-1 protein), (Msex2.03959-RC)	(NV24110)		(Px014889)	(GLEAN_00831)	(SINV10075)			Msex2.03959-RB	Ark	Apoptosis																																										
CASP	Signaling	Apoptosis/ Autophagy (apoptosis)	Caspase	CASP		(SORY_00011192), (SORY_00014791)	(ACYPI25243), (ACYPI43249), (ACYPI066833)	(AGAP004754, CASP, CASPL, CASPL2, DRONC)	(GB54764, Nedd2-like caspase, Immune system process (GO:0002376))	(BGIBMGA002841-TA, Other immune molecules, , Caspase, , BmCaspase2, Dronc)	(Cflo_N_g11436t1)	(FBgn0026404)	(GMOY005973, Nedd2-like caspase, Nc)	(Msex2.12395-RA), (Msex2.12395-RB, Apoptosis, Dronc, caspase-5)	(NV15018, Ecdysone-inducible caspase, Ecdysone-inducible caspase, caspase Nc), (NV21460)	(PHUM428060)	(Px005180)	(GLEAN_12579, casps6, caspase, nc), (GLEAN_12580, casps3, caspase, ), (GLEAN_12581, casps2, caspase, )	(SINV10624)	(ENN72003), (ENN76837)	(AAEL011562)	Msex2.12395-RB	Dronc	Apoptosis	GLEAN_12579	casps6	caspase	GLEAN_12580	casps3	caspase	GLEAN_12581	casps2	caspase																																	
iap1		Apoptosis/ Autophagy (apoptosis)	 inhibitor of apoptosis 1			(SORY_00014562)	(ACYPI004833), (ACYPI009069), (ACYPI009246), (ACYPI088105)	(AGAP007291, IAP, , IAP4, ), (AGAP007292, IAP, , IAP3, ), (AGAP007293), (AGAP012677), (AGAP007294, IAP, , IAP1, DIAP1, THREAD)	(GB47455), (GB52437)	(BGIBMGA011524-TA)	(Cflo_N_g2127t1)	(FBgn0260635)	(GMOY002322)	(Msex2.05607-RA, Apoptosis, IAP1, ), (Msex2.05607-RB)	(NV14467, inhibitor of apoptosis 1 protein, inhibitor of apoptosis 1 protein, apoptosis 2 inhibitor-like)	(PHUM253740)	(Px004871, IAP2, Inhibitors of Apoptosis)	(GLEAN_01192, IAP1, IAP, )	(SINV19927)	(ENN79666), (ENN83417)	(AAEL009074)	Msex2.05607-RA	IAP1	Apoptosis	Px004871	IAP2	Inhibitors of Apoptosis																																							
Atg3	Effectors	Apoptosis/ Autophagy (autophagy)	Autophagy-related 3	Atg		(SORY_00000043)	(ACYPI001070), (ACYPI072921)	(AGAP011582)	(GB54956)	(BGIBMGA003767-TA)	(Cflo_N_g9644t1)	(FBgn0036813)	(GMOY005990)	(Msex2.00263-RA, Autophagy, Atg3, Atg3-like), (Msex2.00263-RB)	(NV13747)	(PHUM509570)	(Px008340)	(GLEAN_10917)	(SINV17336)	(ENN77283)	(AAEL000955)	Msex2.00263-RA	Atg3	Autophagy																																										
Atg4b	Effectors	Apoptosis/ Autophagy (autophagy)	Autophagy-related 4b	Atg		(SORY_00000162)		(AGAP004023)	(GB45197)	(BGIBMGA004926-TA)	(Cflo_N_g13209t1)	(FBgn0038325)	(GMOY002013)	(Msex2.12034-RA), (Msex2.12034-RB, Autophagy, Atg4, )			(Px003361)	(GLEAN_14208)	(SINV17961)	(ENN76867)	(AAEL010516)	Msex2.12034-RB	Atg4	Autophagy																																										
PI3K		Apoptosis/ Autophagy (autophagy)	Phosphatidylinositol 4-phosphate 3-kinase 			(SORY_00002174), (SORY_00018260)	(ACYPI002051)	(AGAP011036)	(GB48994)	(BGIBMGA001268-TA), (BGIBMGA001269-TA)	(Cflo_N_g11774t1), (Cflo_N_g11774t2)	(FBgn0015278)	(GMOY001576)	(Msex2.04200-RA), (Msex2.04200-RB, Autophagy, PI3K, )	(NV13341)	(PHUM060620)	(Px011094), (Px010352), (Px015688), (Px013497), (Px010350)	(GLEAN_11116)	(SINV16492), (SINV16586)	(ENN80705)	(AAEL000386)	Msex2.04200-RB	PI3K	Autophagy																																										
ATG5	Signaling	Apoptosis/ Autophagy (autophagy)	Autophagy protein 5			(SORY_00004901)	(ACYPI005861)	(AGAP010939)	(GB49139)	(BGIBMGA007878-TA)	(Cflo_N_g5365t1)	(FBgn0029943)	(GMOY003449)	(Msex2.12458-RA), (Msex2.12458-RB), (Msex2.12458-RC), (Msex2.12458-RD, Autophagy, Atg5, Atg5-like), (Msex2.12458-RE), (Msex2.12458-RF)	(NV11624)	(PHUM491030)	(Px010733)	(GLEAN_00747)	(SINV25318)	(ENN81800)	(AAEL002286)	Msex2.12458-RD	Atg5	Autophagy																																										
ATG12	Signaling	Apoptosis/ Autophagy (autophagy)				(SORY_00005100)	(ACYPI000775)	(AGAP007296), (AGAP012847)		(BGIBMGA003954-TA)	(Cflo_N_g3875t1)	(FBgn0036255)	(GMOY013029)	(Msex2.13124-RA, Autophagy, Atg12, Atg12-like protein), (Msex2.13124-RB), (Msex2.10164-RA)	(NV10360)	(PHUM235290)	(Px010530)	(GLEAN_07660)		(ENN79499)	(AAEL009089)	Msex2.13124-RA	Atg12	Autophagy																																										
atg8	Signaling	Apoptosis/ Autophagy (autophagy)				(SORY_00005412)	(ACYPI004701)	(AGAP002685)	(GB52790)	(BGIBMGA011783-TA)	(Cflo_N_g3889t1)	(FBgn0052672)	(GMOY001732)	(Msex2.12227-RA, Autophagy, Atg8, Atg8 ( 1 nt)), (Msex2.12228-RA)		(PHUM129160)		(GLEAN_15729-OG23899)		(ENN75085)	(AAEL007162)	Msex2.12227-RA	Atg8	Autophagy																																										
mTOR	signaling	Apoptosis/ Autophagy (autophagy)	mechanistic Target of Rapamycin			(SORY_00006319)	(ACYPI004568)	(AGAP007873)	(GB44905)	(BGIBMGA008924-TA), (BGIBMGA008952-TA)	(Cflo_N_g10507t1), (Cflo_N_g10507t2)	(FBgn0021796)	(GMOY011954)	(Msex2.06034-RA), (Msex2.06034-RB, Autophagy, TOR, ), (Msex2.06035-RA), (Msex2.06035-RB)	(NV15026)	(PHUM268820)	(Px007548), (Px007638), (Px007636)	(GLEAN_05546)	(SINV22769)	(ENN71118)	(AAEL000693)	Msex2.06034-RB	TOR	Autophagy																																										
ATG14	signaling	Apoptosis/ Autophagy (autophagy)	beclin 1-associated autophagy-related key regulator			(SORY_00006922)	(ACYPI005194)	(AGAP012246)	(GB40935)	(BGIBMGA006090-TA)	(Cflo_N_g4089t1), (Cflo_N_g4089t2)	(FBgn0039636)	(GMOY013071)	(Msex2.07946-RA, Autophagy, Atg14, beclin 1-associated Atg-related key regulator)	(NV50064)	(PHUM569950)		(GLEAN_11867), (GLEAN_15926)	(SINV18621)	(ENN78480)	(AAEL001133)	Msex2.07946-RA	Atg14	Autophagy																																										
		Apoptosis/ Autophagy (autophagy)	RB1-inducible coiled-coil protein 1			(SORY_00008042)	(ACYPI38993)	(AGAP008873)	(GB45142)	(BGIBMGA005967-TA)	(Cflo_N_g4875t1)	(FBgn0037363)	(GMOY006793), (GMOY009998)	(Msex2.14237-RA), (Msex2.14237-RB, Autophagy, FIP200/Atg17, RB1-inducible coiled-coil protein 1-like), (Msex2.14611-RA), (Msex2.14697-RA)	(NV17453)	(PHUM436830)	(Px005204), (Px017908)	(GLEAN_13085)	(SINV21697)	(ENN70195)	(AAEL018348)	Msex2.14237-RB	FIP200/Atg17	Autophagy																																										
PIK3R4		Apoptosis/ Autophagy (autophagy)	phosphoinositide 3-kinase regulatory subunit 4			(SORY_00008133)	(ACYPI005743), (ACYPI086526)	(AGAP000602)	(GB48932, immune response deficient 1, Immune system process (GO:0002376))	(BGIBMGA004279-TA)	(Cflo_N_g8297t1, phosphoinositide 3-kinase regulatory subunit 4-like, KOG1240, Protein kinase containing WD40 repeats, T, Signal transduction mechanisms, phosphoinositide 3-kinase regulatory subunit 4), (Cflo_N_g8297t2, phosphoinositide 3-kinase regulatory subunit 4, KOG1240, Protein kinase containing WD40 repeats, T, Signal transduction mechanisms, phosphoinositide 3-kinase regulatory subunit 4)	(FBgn0260935)	(GMOY006955)	(Msex2.04898-RA), (Msex2.04898-RB), (Msex2.04898-RC, Autophagy, Vps15/IRD1, PI 3-kinase regulatory subunit 4), (Msex2.04898-RD)	(NV18273)	(PHUM456680)	(Px015371)	(GLEAN_12433)	(SINV24639)	(ENN74924)	(AAEL002895)	Msex2.04898-RC	Vps15/IRD1	Autophagy																																										
Vps34/IP3 kinase 59F		Apoptosis/ Autophagy (autophagy)	Phosphatidylinositol 3-kinase			(SORY_00009623)	(ACYPI007477)	(AGAP010273)	(GB48601)	(BGIBMGA007157-TA), (BGIBMGA007158-TA)	(Cflo_N_g12999t1)	(FBgn0015277)	(GMOY005254)	(Msex2.06465-RA), (Msex2.06465-RB, Autophagy, Vps34/IP3 kinase 59F, PI3-kinase catalytic type 3)	(NV18404)	(PHUM372270)	(Px002045), (Px002107), (Px002104), (Px007199)	(GLEAN_00620)	(SINV17503)	(ENN81982)	(AAEL018186)	Msex2.06465-RB	Vps34/IP3 kinase 59F	Autophagy																																										
ATG13		Apoptosis/ Autophagy (autophagy)	Autophagy-related protein 13 homolog			(SORY_00010154)	(ACYPI41944)	(AGAP005715)	(GB51866)	(BGIBMGA013841-TA)	(Cflo_N_g12267t1), (Cflo_N_g12267t2), (Cflo_N_g12268t1), (Cflo_N_g12268t2)	(FBgn0261108)	(GMOY005132)	(Msex2.06273-RA, Autophagy, Atg13, )	(NV18980), (NV18979)	(PHUM564240)	(Px002341)	(GLEAN_01577)	(SINV11696), (SINV11698)	(ENN77085), (ENN77084)	(AAEL005985)	Msex2.06273-RA	Atg13	Autophagy																																										
Atg2	Autophagy	Apoptosis/ Autophagy (autophagy)	Autophagy-related 2			(SORY_00012941)	(ACYPI009929)	(AGAP004092)	(GB44673)	(BGIBMGA004832-TA), (BGIBMGA014080-TA)	(Cflo_N_g14700t1)	(FBgn0044452)		(Msex2.08091-RA), (Msex2.08091-RB, Autophagy, Atg2, )		(PHUM334000)	(Px010019), (Px015833), (Px015835)	(GLEAN_16380)	(SINV11828)	(ENN70837)	(AAEL003799)	Msex2.08091-RB	Atg2	Autophagy																																										
wipi1	autophagy	Apoptosis/ Autophagy (autophagy)	WD repeat domain phosphoinositide-interacting protein 1			(SORY_00013479)	(ACYPI006216)	(AGAP005910)	(GB49949, Autophagy-specific gene 18, Immune system process (GO:0002376))		(Cflo_N_g11904t1), (Cflo_N_g11904t2)	(FBgn0035850)	(GMOY011950)	(Msex2.11988-RA, Autophagy, Atg18, )	(NV13981)	(PHUM084890)	(Px010471)	(GLEAN_06217)		(ENN71080), (ENN71081)	(AAEL013995)	Msex2.11988-RA	Atg18	Autophagy																																										
